relational_fraction,ratio,seed,detected_pair,routing_correct,kurtosis_dev_true_pair,kurtosis_dev_strongest_competitor,oracle_ari_on_detected_pair
0.12,1.6,5011,"feature_3,feature_4",True,31.28515202509101,10.85653396908331,0.8422846505858407
0.12,1.6,5012,"feature_3,feature_4",True,31.532346295748177,11.095594248148485,0.8153142942048256
0.12,1.6,5013,"feature_3,feature_4",True,33.39885368286688,10.99344941980227,0.8034080954394734
0.12,1.6,5014,"feature_3,feature_4",True,29.33992161976768,10.86756493227946,0.8366114365781371
0.12,2.3,5000,"feature_3,feature_4",True,60.23497889147179,10.617358814431924,0.9363438818606158
0.12,2.3,5001,"feature_3,feature_4",True,61.96341268467542,10.791497438331232,0.9288236769573189
0.12,2.3,5002,"feature_3,feature_4",True,60.86222246112746,10.773163359807189,0.9346889997991459
0.12,2.3,5003,"feature_3,feature_4",True,64.35726258698243,10.685775755076902,0.9288236769573189
0.12,2.3,5004,"feature_3,feature_4",True,64.90121270535289,10.75250720074537,0.9405663294431054
0.12,2.3,5005,"feature_3,feature_4",True,65.04061742721494,10.78749848691908,0.9420722888519254
0.12,2.3,5006,"feature_3,feature_4",True,62.40877214908622,11.065632029589496,0.9523570091374227
0.12,2.3,5007,"feature_3,feature_4",True,65.80450260769673,11.17929714678582,0.9363438818606158
0.12,2.3,5008,"feature_3,feature_4",True,63.88319722493503,10.940848867618154,0.9346889997991459
0.12,2.3,5009,"feature_3,feature_4",True,66.13750885966147,10.867620474696102,0.9523570091374227
0.12,2.3,5010,"feature_3,feature_4",True,66.73446336927005,10.905404829714097,0.9306271774372149
0.12,2.3,5011,"feature_3,feature_4",True,61.53683363551167,10.85653396908331,0.9523570091374227
0.12,2.3,5012,"feature_3,feature_4",True,61.98879084609728,11.095594248148485,0.9420722888519254
0.12,2.3,5013,"feature_3,feature_4",True,65.35838703783074,10.99344941980227,0.9346889997991459
0.12,2.3,5014,"feature_3,feature_4",True,57.59314539857963,10.86756493227946,0.9420722888519254
0.12,3.0,5000,"feature_3,feature_4",True,102.94669321761597,10.617358814431924,0.9940026023347134
0.12,3.0,5001,"feature_3,feature_4",True,105.82502940250535,10.791497438331232,0.9701330796948939
0.12,3.0,5002,"feature_3,feature_4",True,103.99500389197263,10.773163359807189,0.9820438274105382
0.12,3.0,5003,"feature_3,feature_4",True,109.9982698126089,10.685775755076902,0.9940026023347134
0.12,3.0,5004,"feature_3,feature_4",True,110.48711385384742,10.75250720074537,0.9820438274105382
0.12,3.0,5005,"feature_3,feature_4",True,110.73023813628564,10.78749848691908,0.9940026023347134
0.12,3.0,5006,"feature_3,feature_4",True,106.24904533940077,11.065632029589496,1.0
0.12,3.0,5007,"feature_3,feature_4",True,112.1903410078288,11.17929714678582,0.9760824501516497
0.12,3.0,5008,"feature_3,feature_4",True,108.98271964302074,10.940848867618154,0.9701330796948939
0.12,3.0,5009,"feature_3,feature_4",True,112.60728954079714,10.867620474696102,0.9820438274105382
0.12,3.0,5010,"feature_3,feature_4",True,113.41190643635936,10.905404829714097,0.9820438274105382
0.12,3.0,5011,"feature_3,feature_4",True,105.1706799577519,10.85653396908331,1.0
