param,value,seed,ari_A,ari_B,ari_C,silhouette,epsilon,rho_B,observed_evr_error,theorem1_bound_evr,theorem1_holds
relational_fraction,0.12,2014,0.12496533219091155,0.2464777425863391,0.0032537047172398856,0.38969833036922547,0.04706080665921346,0.54121798134279,0.00957635011516762,0.04235472599329211,True
relational_fraction,0.12,2015,0.08641708295827119,0.2265517887448071,-0.0006604053751838046,0.3849909465520032,0.044557418706431165,0.5491755697240205,0.009743578176509126,0.040101676835788046,True
relational_fraction,0.12,2016,0.030484908629827542,0.2066764057797682,0.0015004320197930863,0.3682432069364979,0.06780176100072116,0.5187785825619088,0.008188806847584117,0.06102158490064904,True
relational_fraction,0.12,2017,0.01066447461171632,0.2189774293546117,-0.00216311239545819,0.3828711042632874,0.047630138077605834,0.5228782888123512,0.005931978952893125,0.04286712426984525,True
relational_fraction,0.12,2018,0.051581723757723144,0.23520156580275753,0.00504237909964963,0.3765775846201807,0.0447683514776554,0.5415807475980765,0.00824700394715755,0.04029151632988986,True
relational_fraction,0.12,2019,0.10254431958938512,0.21793033515307186,-0.001779895634286162,0.3835058063083527,0.052907984020933094,0.5227254084510126,0.006095810125871681,0.047617185618839784,True
relational_fraction,0.2,2000,0.1149650176416793,0.2966223047469571,0.003721093562586636,0.38431416807763946,0.05802639156508779,0.6673838425539955,0.007510818382627416,0.052223752408579016,True
relational_fraction,0.2,2001,0.08588990365853273,0.30289733313281814,-0.0033125285874872467,0.4014651548352952,0.07269546696653358,0.6770840153421526,0.009135776806634178,0.06542592026988023,True
relational_fraction,0.2,2002,0.035690832372517765,0.3050436266933569,-0.0016942305812550332,0.3756004021570666,0.04229149614747393,0.6598711351974669,0.008456525509910651,0.03806234653272653,True
relational_fraction,0.2,2003,0.061014663653428135,0.32146484761057176,-0.0013978538934731927,0.39126983722567066,0.052288569760480096,0.6783083420824392,0.009154764466397536,0.047059712784432085,True
relational_fraction,0.2,2004,0.026474394951867517,0.3067176470039921,0.000823207923351523,0.3870366804960803,0.045779823181270336,0.6676139950071311,0.006040456352263401,0.0412018408631433,True
relational_fraction,0.2,2005,0.019499099155306458,0.30662116280157736,0.001449388004246963,0.39316290704635654,0.04615346575728967,0.6368384133996731,0.006876661852224986,0.04153811918156071,True
relational_fraction,0.2,2006,0.04488627815139114,0.3039159346079128,0.0036501160904215467,0.38523648819911593,0.038072343386727284,0.6743703419297857,0.0056448578651748125,0.034265109048054555,True
relational_fraction,0.2,2007,0.11023704642796008,0.30394579163035573,0.0006032349677052155,0.3901268939784574,0.055351628319457676,0.6646081867533976,0.005868063193697215,0.04981646548751191,True
relational_fraction,0.2,2008,0.04248593597724736,0.32071990660363886,-0.006067708873387101,0.39189337685330483,0.03344786242388281,0.6490075779529516,0.007130752646507421,0.03010307618149453,True
relational_fraction,0.2,2009,0.014999054016041034,0.31645849228457495,1.96517430085658e-05,0.39006410786270596,0.06299147117009854,0.6744432418315746,0.009492719110780024,0.05669232405308868,True
relational_fraction,0.2,2010,0.028878724430897496,0.29277843277491183,-0.0004384496159623023,0.37914780293241707,0.04674365936412651,0.6668440712373648,0.0076166485664513565,0.04206929342771386,True
relational_fraction,0.2,2011,0.12785041424154867,0.3086258037410746,0.007418132123724046,0.39503884291979524,0.05925012442372577,0.6631527268188826,0.011365697775063988,0.05332511198135319,True
relational_fraction,0.2,2012,0.09106752486014677,0.3320322914751558,0.004652793886850043,0.3880689356797399,0.06540731810155018,0.6630267433908901,0.009296362725110429,0.05886658629139516,True
relational_fraction,0.2,2013,0.07980031066007878,0.31721554592810086,0.0009332913308155953,0.39004321336504566,0.05704330020728932,0.6565237333588625,0.010579130640991297,0.0513389701865604,True
relational_fraction,0.2,2014,0.014583644739335485,0.3198875105534449,0.003783350231353569,0.3927427162070292,0.057956829224519835,0.6651609995302709,0.010717807660077527,0.05216114630206785,True
relational_fraction,0.2,2015,0.11517763789517117,0.32360274151452934,-0.0015359261236578773,0.3957552969462764,0.04636240383455176,0.6815163205480932,0.007387196540671925,0.04172616345109658,True
relational_fraction,0.2,2016,0.10871331663287845,0.30943466807618364,3.615536167044789e-05,0.3926873152050327,0.04141789053873774,0.6647866478538347,0.006044625970112039,0.03727610148486397,True
relational_fraction,0.2,2017,0.015717267547054,0.3016832508854868,0.0021801070662820212,0.38469383552926556,0.04277244456448556,0.670713758085519,0.008923335942491662,0.03849520010803701,True
