relational_fraction,ratio,seed,ari_A,ari_B,ari_C,silhouette,epsilon,rho_B,observed_evr_error,theorem1_bound_evr,theorem1_holds
0.02,4.0,3012,0.026121113928651553,0.006808032889611055,0.0001168589304202565,0.3078454655318252,0.05285555088743945,0.19151442828658707,0.0060800461193704965,0.0475699957986955,True
0.02,4.0,3013,0.04879598750049821,0.011902852473058827,0.0052298526682100195,0.31205245860962455,0.06640897073126918,0.2326261272529692,0.007168722930881688,0.05976807365814226,True
0.02,4.0,3014,0.09095317250769665,0.013571573979604684,0.0007732820228073597,0.31990110879941325,0.06778139984222939,0.22566273873425188,0.007031046527278395,0.061003259858006455,True
0.04,1.2,3000,0.08957987125819873,0.020033493261214806,-0.000768430565699299,0.33048276676386484,0.04586363150362646,0.16771836447695387,0.006906512433165169,0.04127726835326382,True
0.04,1.2,3001,0.06556293814299895,0.010797117536104838,0.0009628895987232064,0.3122013843886421,0.04991909517379886,0.18651590442793867,0.005266109100075156,0.044927185656418976,True
0.04,1.2,3002,0.09183439206839025,0.014765293685930917,0.0031539556096085546,0.32270859586123496,0.0695669591011935,0.19037313354422597,0.00988926478936809,0.06261026319107414,True
0.04,1.2,3003,0.11551781850971225,0.01821996263346865,0.0010535538513615616,0.3287067934292764,0.05980871866842713,0.14545145290148015,0.008514369915277343,0.05382784680158441,True
0.04,1.2,3004,0.04443296366934163,0.01408909593937875,-0.0010538516942442946,0.3194360345966104,0.05705302634052358,0.13366910122773554,0.009304804621978201,0.05134772370647123,True
0.04,1.2,3005,0.0708645762983284,0.009262176144644798,0.0012559208990242402,0.3110655411575901,0.04757076981540209,0.1857272845677364,0.008430806595368812,0.04281369283386188,True
0.04,1.2,3006,0.0908694466275069,0.01625973848245544,0.0011578124540367774,0.3276985713053264,0.06286084923658654,0.18327948990535423,0.008193158901419473,0.056574764312927885,True
0.04,1.2,3007,0.03979007008655558,0.0147006461440877,-6.684868782848228e-05,0.3155476341493851,0.04387543432769067,0.1642685836644474,0.006459607743450535,0.03948789089492161,True
0.04,1.2,3008,0.0526069091771411,0.006083069238596455,-0.00018105530116496258,0.3053219725313979,0.05795364488823117,0.1642573226405305,0.010887579502529988,0.05215828039940805,True
0.04,1.2,3009,0.11390427132300433,0.015647128661061115,0.000695956733355543,0.3221840504704483,0.05286004943297852,0.18063742096064497,0.006401857811004652,0.04757404448968067,True
0.04,1.2,3010,0.11801082521667985,0.01419803538328286,-0.0008482328038574374,0.3209177627275782,0.06842264982582308,0.14540845765190966,0.010674925452963136,0.06158038484324078,True
