seed,config,ari_k4,sil_k4
1011,A_plus_B,0.0839367697028243,0.379752830441341
1011,A_plus_C,0.10051824068271918,0.3110642685232279
1011,A_plus_B_plus_C,0.09134384508216367,0.3723081095101136
1012,A_only,0.11553388071302385,0.31899610404439066
1012,A_plus_B,0.03087118449143893,0.37942606085508623
1012,A_plus_C,0.12348098069906491,0.3174408254011513
1012,A_plus_B_plus_C,0.07465878980245179,0.38512397798802545
1013,A_only,0.08897099076279114,0.3230840766464437
1013,A_plus_B,0.08564456138121539,0.3828113339948623
1013,A_plus_C,0.06736445332947888,0.30693785557544906
1013,A_plus_B_plus_C,0.09863638782163886,0.38510993964481316
1014,A_only,0.11681179313982726,0.3204276528415276
1014,A_plus_B,0.11179204817562037,0.381713093769554
1014,A_plus_C,0.1126211745972728,0.3074043650355752
1014,A_plus_B_plus_C,0.14775745231208057,0.3751081751400292
1015,A_only,0.041334809905094236,0.3047726556283957
1015,A_plus_B,0.06729837361343631,0.38404070712106897
1015,A_plus_C,0.07572203932343483,0.3130682722028403
1015,A_plus_B_plus_C,0.012762168300151103,0.3734931531550255
1016,A_only,0.11073560807212773,0.3160508910024488
1016,A_plus_B,0.11936765316535619,0.3871685165894659
1016,A_plus_C,0.1064215341317698,0.31424515876215375
1016,A_plus_B_plus_C,0.05709225042460201,0.37791036655247756
1017,A_only,0.022071034919076683,0.3133930078972242
1017,A_plus_B,0.06830710978041359,0.3837526145596794
1017,A_plus_C,0.06513852057533752,0.3183233328801683
1017,A_plus_B_plus_C,0.09281751385102746,0.37461199381304966
1018,A_only,0.06725081289861477,0.30752604017933316
1018,A_plus_B,0.04036207210197696,0.3755536978190504
1018,A_plus_C,0.07502605707787346,0.32332940415493827
1018,A_plus_B_plus_C,0.027857773289430874,0.37459712153756086
1019,A_only,0.07613864835017435,0.309189430687391
1019,A_plus_B,0.010639327139202012,0.3766865728225778
1019,A_plus_C,0.06582908012750242,0.3129302977461391
1019,A_plus_B_plus_C,0.07184397994242313,0.3728598031760793
1020,A_only,0.1323448116041808,0.3197698628676144
