seed,method,latent_dim,epochs_run,native_ari_a,native_ari_b,native_ari_c,posthoc_ari_at_k4,posthoc_ari_relational_at_k4,posthoc_ari_scale_at_k4,posthoc_best_k_by_silhouette,posthoc_ari_at_silhouette_best_k
1059,dec,10,13,0.9300529468900158,-0.00020575098823795272,-1.627887853529072e-05,0.9294176408573777,-0.00021404162648912598,-1.691618548262751e-05,4,0.9294176408573777
1059,idec,10,15,0.9562105284762178,-2.5501840350551395e-05,-5.69846474064112e-06,0.9601175723088616,-2.344758921561506e-05,-5.345583377596911e-07,4,0.9601175723088616
1060,dec,10,28,0.22285341889504234,0.01722750694081372,-0.0001671470270592228,0.2226935920034922,0.01726852275729408,-0.0001659688853616873,4,0.2226935920034922
1060,idec,10,60,0.26584545626968276,0.010587750163347807,0.00020358659966845583,0.26676189101673564,0.01106565949425542,0.00020785899002346116,4,0.26676189101673564
1061,dec,10,26,0.17116133424928243,0.0028609694227263085,0.0002424965272269549,0.17127290285186308,0.002880030038690681,0.0002390233339752887,4,0.17127290285186308
1061,idec,10,60,0.1865382168594025,-0.0013991326492493264,0.00042589108557656484,0.18779788083968746,-0.0012313795507400706,0.00037572316889535116,4,0.18779788083968746
1062,dec,10,27,0.21089521762134128,0.010933814754164523,0.0003216812796249849,0.21089521762134128,0.010933814754164523,0.0003216812796249849,4,0.21089521762134128
1062,idec,10,60,0.2591638855355159,0.002677455061120029,-0.0011139629056453992,0.26061250301870303,0.0029962727764995725,-0.0010755764211955459,4,0.26061250301870303
1063,dec,10,30,0.07230638588086276,0.01754706748406144,-0.0002581892072530571,0.07235625598540144,0.017603241866224015,-0.0002590165050945218,4,0.07235625598540144
1063,idec,10,60,0.08222710040411747,-0.0025087177491869657,-0.00022842254994105365,0.08249288218800077,-0.00023433321294555288,-0.00016688733297465612,4,0.08249288218800077
1064,dec,10,24,0.4966194293830223,0.018931127346085364,0.0004134053777490543,0.4966194293830223,0.018931127346085364,0.0004134053777490543,4,0.4966194293830223
1064,idec,10,46,0.5935828692482948,0.0032255527546400354,0.00026143256603031537,0.5975862896853118,0.004582432775890343,0.00021712491572868292,4,0.5975862896853118
1065,dec,10,20,0.6426218333768711,-4.252158089995013e-05,-4.608714958668006e-05,0.6427029064334219,-4.329051572417655e-05,-4.66676893363764e-05,4,0.6427029064334219
1065,idec,10,34,0.6855033013528081,0.00024122588287562232,5.9610782667369866e-06,0.6858460340859802,0.00021899974814016903,7.195207406573478e-06,4,0.6858460340859802
1066,dec,10,24,0.5173713842221929,0.013938724556592116,0.00013845498229582938,0.5172714268252788,0.013976589828495693,0.00013860443117640802,4,0.5172714268252788
1066,idec,10,41,0.5824262900357072,0.003751986110308445,8.159178073705144e-05,0.5862144241817023,0.004980374937989075,-4.4411328332676116e-05,4,0.5862144241817023
1067,dec,10,25,0.2042412806379606,0.021536501729077163,0.0002257303585769125,0.20426302636517307,0.021546626124785844,0.00021993043097863667,4,0.20426302636517307
1067,idec,10,48,0.22199867099424905,0.010920412215365952,0.0007479573471006811,0.2247929525505381,0.01227133085360004,0.0007900852717975532,4,0.2247929525505381
1068,dec,10,16,0.611838641633603,0.0005489258060498648,6.662104124167048e-06,0.611838641633603,0.0005489258060498648,6.662104124167048e-06,4,0.611838641633603
1068,idec,10,22,0.6297354498694652,0.0002084231352629821,-5.358613292307209e-07,0.6310982459354855,0.00018284531108207463,-3.3032654947677586e-05,4,0.6310982459354855
1069,dec,10,33,0.029136241207349287,0.016702878368281816,0.0004345892408692691,0.029136241207349287,0.016702878368281816,0.0004345892408692691,4,0.029136241207349287
1069,idec,10,60,0.06342158354879757,-0.0070642551202332975,-0.0014824718693047523,0.06244227762392998,-0.006523557754451234,-0.0013950592786155468,4,0.06244227762392998
1070,dec,10,26,0.20164932192187948,0.014341707070691505,0.0002200466113870261,0.20164932192187948,0.014341707070691505,0.0002200466113870261,4,0.20164932192187948
